strategy,prompts,crops,window,dev_mean,heldout_mean,heldout_std,all_clips
margin_maxmax,disjoint,mean,31,0.6814,0.6628,0.0203,0.6717
margin_maxmax_plus_motion5,union,mean,5,0.6809,0.6728,0.016,0.6763
margin_pooled_plus_motion5,union,mean,31,0.6808,0.6605,0.0174,0.6707
margin_pooled_plus_motion5,union,mean,15,0.6801,0.6564,0.0145,0.668
margin_pooled_plus_motion1,union,mean,15,0.6799,0.6637,0.0116,0.6717
margin_maxmax_plus_motion5,campus,mean,5,0.6796,0.6694,0.0119,0.6739
margin_pooled_plus_motion1,campus,mean,15,0.6792,0.66,0.0017,0.6694
motion1,-,max,15,0.6782,0.6819,0.0157,0.6798
motion1,-,mean,15,0.6782,0.6819,0.0157,0.6798
margin_pooled_plus_motion1,campus,mean,31,0.6782,0.6633,0.004,0.6709
margin_pooled_plus_motion1,union,mean,31,0.6782,0.6657,0.014,0.672
margin_pooled_plus_motion5,disjoint,mean,5,0.6769,0.6623,0.0157,0.6694
margin_maxmax_plus_motion5,disjoint,mean,5,0.6769,0.6623,0.0157,0.6694
margin_pooled,disjoint,mean,5,0.6767,0.6606,0.0185,0.6688
margin_maxmax,disjoint,mean,5,0.6767,0.6606,0.0185,0.6688
margin_pooled_plus_motion5,campus,mean,31,0.6767,0.6553,0.0101,0.6656
motion5,-,max,15,0.6763,0.6633,0.0104,0.6701
motion5,-,mean,15,0.6763,0.6633,0.0104,0.6701
margin_pooled_plus_motion5,campus,mean,15,0.6761,0.6544,0.0085,0.6648
margin_pooled,disjoint,mean,1,0.6727,0.6619,0.0179,0.6675
margin_maxmax,disjoint,mean,1,0.6727,0.6619,0.0179,0.6675
margin_pooled_plus_motion1,disjoint,mean,1,0.6696,0.6588,0.0159,0.6644
margin_maxmax_plus_motion1,disjoint,mean,1,0.6696,0.6588,0.0159,0.6644
margin_pooled_plus_motion5,disjoint,max,31,0.6682,0.6746,0.0228,0.6714
margin_maxmax_plus_motion5,disjoint,max,31,0.6682,0.6746,0.0228,0.6714
margin_pooled_plus_motion5,disjoint,mean,1,0.6657,0.6501,0.0174,0.6577
margin_maxmax_plus_motion5,disjoint,mean,1,0.6657,0.6501,0.0174,0.6577
margin_pooled_plus_motion1,union,mean,5,0.6649,0.6536,0.0127,0.659
margin_pooled_plus_center,disjoint,mean,15,0.6647,0.649,0.0218,0.6573
margin_maxmax_plus_center,disjoint,mean,15,0.6647,0.649,0.0218,0.6573
margin_pooled_plus_center,disjoint,mean,31,0.6646,0.6496,0.025,0.6574
margin_maxmax_plus_center,disjoint,mean,31,0.6646,0.6496,0.025,0.6574
margin_pooled_plus_motion5,disjoint,max,15,0.6641,0.6685,0.0205,0.667
margin_maxmax_plus_motion5,disjoint,max,15,0.6641,0.6685,0.0205,0.667
margin_pooled_plus_motion5,union,max,31,0.6639,0.66,0.0243,0.6613
margin_pooled_plus_motion1,union,max,31,0.6629,0.6678,0.0277,0.6649
margin_maxmax_plus_motion1,union,max,5,0.6623,0.6637,0.0212,0.663
margin_pooled_plus_motion1,disjoint,max,31,0.662,0.6722,0.0235,0.6672
margin_maxmax_plus_motion1,disjoint,max,31,0.662,0.6722,0.0235,0.6672
margin_pooled_plus_motion5,surveillance,max,15,0.6616,0.6327,0.015,0.6472
margin_pooled_plus_motion1,disjoint,max,15,0.6614,0.6741,0.0227,0.6681
margin_maxmax_plus_motion1,disjoint,max,15,0.6614,0.6741,0.0227,0.6681
margin_maxmax_plus_motion1,campus,max,5,0.6603,0.6697,0.0198,0.6655
margin_maxmax_plus_motion1,surveillance,max,31,0.6593,0.6569,0.0205,0.657
margin_pooled_plus_motion1,surveillance,max,5,0.6591,0.6426,0.0179,0.6513
margin_maxmax_plus_motion5,union,mean,1,0.6587,0.6592,0.018,0.6587
margin_pooled_plus_motion5,surveillance,max,31,0.6584,0.629,0.0171,0.6438
margin_maxmax_plus_motion5,surveillance,max,15,0.6574,0.6456,0.0194,0.6511
margin_pooled_plus_motion1,campus,mean,5,0.6565,0.6422,0.0045,0.6488
margin_pooled_plus_motion5,union,max,15,0.6563,0.6479,0.0202,0.6519
margin_maxmax,union,mean,31,0.6562,0.6465,0.0158,0.651
margin_pooled_plus_motion1,union,max,15,0.6559,0.6623,0.0218,0.659
margin_pooled_plus_center,disjoint,mean,5,0.6557,0.6486,0.0186,0.6525
margin_maxmax_plus_center,disjoint,mean,5,0.6557,0.6486,0.0186,0.6525
margin_pooled_plus_motion1,surveillance,max,15,0.6553,0.6386,0.0158,0.6472
margin_maxmax_plus_motion1,surveillance,max,5,0.6553,0.6488,0.0192,0.6522
margin_maxmax_plus_motion5,surveillance,max,31,0.6552,0.6436,0.0197,0.6483
motion1,-,max,5,0.6551,0.6592,0.0162,0.657
motion1,-,mean,5,0.6551,0.6592,0.0162,0.657
margin_maxmax_plus_motion5,union,max,5,0.6549,0.6384,0.0218,0.6464
margin_pooled_plus_motion5,union,mean,5,0.6549,0.6342,0.0133,0.6441
margin_maxmax_plus_motion1,union,mean,1,0.6543,0.651,0.0148,0.6527
margin_maxmax_plus_motion1,campus,mean,1,0.6542,0.6481,0.0093,0.6513
margin_pooled_plus_motion1,surveillance,max,31,0.6536,0.633,0.0167,0.6433
margin_maxmax_plus_motion5,campus,max,5,0.6532,0.6461,0.0193,0.6499
margin_pooled_plus_center,disjoint,mean,1,0.653,0.6457,0.0181,0.6497
margin_maxmax_plus_center,disjoint,mean,1,0.653,0.6457,0.0181,0.6497
margin_maxmax_plus_motion5,campus,mean,1,0.6525,0.6487,0.0151,0.6499
margin_maxmax,union,mean,15,0.6523,0.6401,0.0186,0.6459
margin_maxmax,campus,mean,31,0.6521,0.6383,0.0131,0.645
margin_maxmax_plus_motion1,surveillance,max,15,0.6516,0.6483,0.0214,0.6493
margin_pooled_plus_motion5,surveillance,max,5,0.6506,0.6174,0.0155,0.6341
margin_pooled_plus_motion1,campus,max,31,0.6501,0.6555,0.0213,0.6524
margin_pooled_plus_motion5,campus,max,31,0.6497,0.6449,0.0196,0.6465
margin_pooled_plus_motion5,campus,mean,5,0.6493,0.6321,0.007,0.6399
margin_pooled_plus_motion1,disjoint,max,5,0.6491,0.6549,0.0212,0.6525
margin_maxmax_plus_motion1,disjoint,max,5,0.6491,0.6549,0.0212,0.6525
margin_maxmax_plus_motion5,surveillance,max,5,0.6484,0.6272,0.0174,0.6376
margin_maxmax_plus_motion1,surveillance,mean,31,0.6473,0.6501,0.0248,0.6483
margin_pooled_plus_motion5,campus,max,15,0.6464,0.644,0.0196,0.6453
margin_maxmax,campus,mean,15,0.6451,0.6259,0.0129,0.635
margin_maxmax_plus_motion5,surveillance,mean,15,0.645,0.6436,0.0239,0.644
margin_maxmax_plus_motion1,surveillance,mean,15,0.6446,0.648,0.0242,0.6462
margin_pooled_plus_motion1,campus,max,15,0.6436,0.6477,0.0197,0.6453
motion5,-,max,5,0.6435,0.629,0.0098,0.6367
motion5,-,mean,5,0.6435,0.629,0.0098,0.6367
margin_pooled_plus_motion1,surveillance,max,1,0.6429,0.6225,0.0179,0.6333
margin_pooled_plus_motion5,surveillance,max,1,0.6421,0.6099,0.0172,0.6263
margin_pooled_plus_motion5,disjoint,max,5,0.6415,0.6352,0.0186,0.6388
margin_maxmax_plus_motion5,disjoint,max,5,0.6415,0.6352,0.0186,0.6388
margin_maxmax_plus_motion1,surveillance,mean,5,0.641,0.6412,0.0248,0.6411
margin_maxmax_plus_center,campus,mean,31,0.641,0.6203,0.0173,0.6306
margin_pooled_plus_motion1,union,max,5,0.6408,0.6489,0.0207,0.6454
margin_maxmax_plus_motion5,surveillance,mean,31,0.6397,0.6357,0.0248,0.637
margin_maxmax_plus_center,union,mean,31,0.6397,0.6221,0.018,0.6308
margin_pooled_plus_motion5,union,mean,1,0.639,0.6197,0.0131,0.6289
margin_maxmax_plus_motion1,surveillance,max,1,0.6387,0.6276,0.022,0.6336
margin_maxmax_plus_motion5,surveillance,max,1,0.6387,0.6193,0.0159,0.629
margin_maxmax_plus_motion5,surveillance,mean,5,0.6386,0.6327,0.0223,0.6358
margin_pooled_plus_center,disjoint,max,15,0.637,0.6182,0.0233,0.6284
margin_maxmax_plus_center,disjoint,max,15,0.637,0.6182,0.0233,0.6284
margin_maxmax,union,mean,5,0.6364,0.6315,0.0181,0.6338
margin_pooled_plus_motion1,union,mean,1,0.6352,0.6242,0.0095,0.6298
margin_maxmax_plus_center,campus,mean,15,0.6342,0.6153,0.0176,0.6244
margin_pooled_plus_center,disjoint,max,5,0.6337,0.6159,0.0208,0.626
margin_maxmax_plus_center,disjoint,max,5,0.6337,0.6159,0.0208,0.626
margin_maxmax_plus_center,union,mean,15,0.6335,0.6173,0.0197,0.6251
margin_pooled_plus_motion5,surveillance,mean,15,0.6323,0.6251,0.0197,0.6287
motion5,-,max,1,0.6318,0.6189,0.013,0.6255
motion5,-,mean,1,0.6318,0.6189,0.013,0.6255
margin_pooled_plus_motion1,surveillance,mean,15,0.6317,0.6319,0.0184,0.6321
margin_pooled_plus_center,disjoint,max,31,0.6309,0.6212,0.0239,0.6268
margin_maxmax_plus_center,disjoint,max,31,0.6309,0.6212,0.0239,0.6268
margin_maxmax,campus,mean,5,0.6308,0.6161,0.0123,0.6229
motion1,-,max,1,0.6307,0.6305,0.0191,0.6308
motion1,-,mean,1,0.6307,0.6305,0.0191,0.6308
margin_pooled_plus_motion1,surveillance,mean,5,0.6303,0.6322,0.0207,0.6322
margin_pooled_plus_motion1,campus,mean,1,0.63,0.6173,0.0044,0.6235
margin_pooled_plus_motion1,disjoint,max,1,0.6292,0.6243,0.0192,0.6272
margin_maxmax_plus_motion1,disjoint,max,1,0.6292,0.6243,0.0192,0.6272
margin_pooled_plus_motion1,surveillance,mean,31,0.6283,0.6263,0.0209,0.6273
margin_maxmax_plus_motion5,surveillance,mean,1,0.6276,0.6207,0.0232,0.6243
margin_pooled_plus_motion5,union,max,5,0.6274,0.6245,0.0201,0.6262
margin_maxmax_plus_motion1,surveillance,mean,1,0.6262,0.6265,0.0238,0.6267
margin_maxmax_plus_motion5,union,max,1,0.6257,0.6202,0.0243,0.623
margin_pooled_plus_motion5,disjoint,max,1,0.6256,0.6123,0.0198,0.6194
margin_maxmax_plus_motion5,disjoint,max,1,0.6256,0.6123,0.0198,0.6194
margin_pooled_plus_motion5,surveillance,mean,5,0.6247,0.6185,0.0205,0.622
margin_maxmax_plus_motion1,union,max,1,0.6246,0.6233,0.0208,0.6241
margin_pooled_plus_center,disjoint,max,1,0.6225,0.6062,0.0225,0.6154
margin_maxmax_plus_center,disjoint,max,1,0.6225,0.6062,0.0225,0.6154
margin_maxmax_plus_motion1,campus,max,1,0.6223,0.6276,0.0172,0.6253
margin_pooled_plus_motion1,campus,max,5,0.6221,0.6311,0.0186,0.6266
margin_pooled_plus_motion5,campus,mean,1,0.6218,0.6078,0.011,0.6141
margin_pooled_plus_motion5,surveillance,mean,31,0.6214,0.6144,0.0231,0.6177
margin_maxmax_plus_center,union,mean,5,0.6206,0.6077,0.0197,0.6138
margin_maxmax_plus_center,surveillance,max,15,0.6193,0.6118,0.0259,0.6168
margin_maxmax_plus_center,surveillance,max,5,0.619,0.6069,0.0227,0.6142
margin_maxmax_plus_motion1,generic,max,15,0.6189,0.6203,0.0221,0.6198
margin_pooled_plus_motion5,surveillance,mean,1,0.6189,0.6153,0.0214,0.6176
margin_maxmax_plus_motion5,campus,max,1,0.6188,0.6215,0.0222,0.6205
margin_maxmax_plus_center,surveillance,max,1,0.6187,0.6061,0.0219,0.6135
margin_maxmax,union,mean,1,0.6186,0.6156,0.0195,0.6167
margin_maxmax_plus_center,union,max,31,0.6182,0.6003,0.0242,0.6097
margin_pooled_plus_motion1,surveillance,mean,1,0.6177,0.6264,0.0203,0.6231
margin_pooled_plus_motion5,campus,max,5,0.6158,0.6141,0.0185,0.6151
margin_pooled_plus_center,surveillance,max,5,0.6155,0.5939,0.0222,0.6059
margin_maxmax_plus_motion5,generic,max,31,0.6153,0.6143,0.0256,0.6147
margin_maxmax_plus_motion1,generic,max,31,0.6144,0.6218,0.0252,0.6181
margin_maxmax_plus_motion5,generic,max,15,0.6144,0.6126,0.0219,0.6138
margin_maxmax_plus_center,campus,mean,5,0.6143,0.5992,0.0154,0.6062
margin_pooled_plus_center,surveillance,max,15,0.6142,0.595,0.022,0.6057
margin_pooled,disjoint,max,15,0.6132,0.6122,0.0278,0.6136
margin_maxmax,disjoint,max,15,0.6132,0.6122,0.0278,0.6136
margin_maxmax,campus,mean,1,0.613,0.6018,0.0139,0.6065
margin_maxmax_plus_center,union,mean,1,0.6122,0.602,0.0172,0.6067
margin_pooled_plus_center,surveillance,max,1,0.612,0.5879,0.0237,0.6007
margin_pooled_plus_center,union,mean,31,0.6113,0.5931,0.0217,0.6021
margin_pooled,disjoint,max,31,0.6108,0.6167,0.0293,0.6144
margin_maxmax,disjoint,max,31,0.6108,0.6167,0.0293,0.6144
margin_pooled_plus_center,union,mean,15,0.6108,0.5913,0.0225,0.6002
margin_maxmax_plus_center,campus,max,31,0.6107,0.6038,0.0221,0.6076
margin_maxmax_plus_center,surveillance,max,31,0.6102,0.6058,0.0256,0.6093
margin_pooled_plus_motion1,union,max,1,0.6093,0.6079,0.0202,0.6089
margin_pooled,disjoint,max,5,0.609,0.6071,0.0242,0.6089
margin_maxmax,disjoint,max,5,0.609,0.6071,0.0242,0.6089
margin_maxmax_plus_center,campus,mean,1,0.6085,0.5986,0.0136,0.603
margin_pooled_plus_center,campus,mean,31,0.6074,0.5873,0.0203,0.5967
margin_pooled,surveillance,max,5,0.6063,0.5768,0.0235,0.5926
margin_pooled,surveillance,max,1,0.6056,0.5665,0.027,0.5869
margin_pooled_plus_motion5,generic,max,31,0.6054,0.6025,0.0245,0.6033
margin_pooled,union,mean,31,0.6051,0.575,0.0139,0.5893
margin_maxmax_plus_center,union,max,15,0.605,0.5887,0.0234,0.597
margin_pooled,union,mean,15,0.6045,0.5745,0.0153,0.5884
margin_maxmax,union,max,31,0.604,0.6033,0.0209,0.6038
margin_maxmax,surveillance,max,1,0.6038,0.5823,0.0159,0.594
margin_pooled_plus_center,surveillance,max,31,0.6038,0.5859,0.025,0.596
margin_pooled_plus_motion5,generic,max,15,0.6035,0.6022,0.0205,0.6026
margin_pooled_plus_motion1,generic,max,15,0.603,0.6102,0.0223,0.6065
margin_pooled_plus_center,campus,mean,15,0.6021,0.582,0.0213,0.5905
margin_pooled_plus_motion5,union,max,1,0.6008,0.6014,0.0232,0.6015
margin_maxmax,campus,max,31,0.5999,0.6082,0.0147,0.6043
margin_maxmax_plus_motion1,generic,max,5,0.5999,0.6131,0.0239,0.6072
margin_maxmax_plus_center,surveillance,mean,15,0.5999,0.5972,0.0275,0.5991
margin_pooled_plus_motion1,generic,max,31,0.5997,0.6058,0.0252,0.6023
margin_maxmax_plus_center,surveillance,mean,31,0.5997,0.5908,0.0286,0.5959
margin_maxmax_plus_center,surveillance,mean,5,0.5991,0.602,0.0241,0.601
margin_maxmax,surveillance,max,5,0.5989,0.588,0.0171,0.594
margin_maxmax_plus_center,surveillance,mean,1,0.5989,0.6063,0.0243,0.6031
margin_maxmax,union,max,15,0.5981,0.5917,0.0196,0.5948
margin_maxmax_plus_center,campus,max,15,0.5977,0.5927,0.0194,0.5952
margin_pooled,union,mean,5,0.5974,0.5735,0.0136,0.5844
margin_pooled,disjoint,max,1,0.5965,0.5967,0.0229,0.5976
margin_maxmax,disjoint,max,1,0.5965,0.5967,0.0229,0.5976
margin_maxmax_plus_motion5,generic,max,5,0.5956,0.5958,0.0188,0.5958
margin_pooled_plus_center,union,mean,5,0.5946,0.5782,0.0181,0.5855
margin_maxmax,surveillance,max,15,0.5938,0.5825,0.0199,0.5882
margin_pooled_plus_motion1,generic,max,5,0.5935,0.5975,0.0219,0.5959
margin_pooled_plus_center,surveillance,mean,5,0.5921,0.5983,0.0236,0.5961
margin_maxmax,campus,max,15,0.5911,0.5914,0.0123,0.5911
margin_pooled_plus_center,surveillance,mean,1,0.5911,0.5985,0.0239,0.5958
margin_maxmax_plus_center,union,max,5,0.59,0.5807,0.0219,0.5854
margin_pooled,surveillance,max,15,0.5891,0.5634,0.0202,0.577
margin_pooled,union,mean,1,0.5891,0.5747,0.0122,0.5811
margin_pooled_plus_center,union,mean,1,0.5887,0.5775,0.0167,0.5822
margin_pooled_plus_center,campus,mean,5,0.5883,0.5728,0.018,0.579
margin_pooled_plus_center,surveillance,mean,15,0.5882,0.5865,0.0261,0.5883
margin_maxmax,surveillance,mean,1,0.5878,0.5935,0.0214,0.5908
margin_pooled_plus_motion1,campus,max,1,0.5873,0.5909,0.0197,0.589
margin_pooled,campus,mean,15,0.5873,0.5552,0.0178,0.5696
margin_pooled,campus,mean,31,0.5867,0.5558,0.0112,0.57
center,-,max,31,0.5856,0.5852,0.0252,0.5853
center,-,mean,31,0.5856,0.5852,0.0252,0.5853
margin_pooled_plus_motion5,generic,max,5,0.5854,0.5838,0.0189,0.5846
margin_pooled_plus_center,union,max,31,0.5854,0.5813,0.0221,0.584
margin_pooled_plus_center,surveillance,mean,31,0.585,0.576,0.0261,0.5814
margin_maxmax,surveillance,max,31,0.5842,0.5778,0.0208,0.5806
margin_pooled,surveillance,mean,1,0.5839,0.5976,0.0203,0.5922
margin_maxmax,surveillance,mean,5,0.5838,0.5841,0.0206,0.5839
margin_pooled_plus_center,campus,mean,1,0.5831,0.5645,0.0154,0.5725
margin_maxmax_plus_center,campus,max,5,0.5814,0.5831,0.0182,0.5821
margin_maxmax_plus_motion1,generic,max,1,0.5808,0.5883,0.0205,0.5849
margin_pooled_plus_motion5,campus,max,1,0.5808,0.5784,0.0205,0.5796
margin_maxmax_plus_center,union,max,1,0.5804,0.5723,0.0216,0.5765
margin_maxmax,union,max,5,0.5793,0.5767,0.0231,0.578
margin_pooled,surveillance,max,31,0.5792,0.5535,0.0214,0.5671
margin_maxmax,surveillance,mean,15,0.5783,0.5818,0.0256,0.5797
margin_maxmax_plus_motion5,generic,max,1,0.5776,0.5765,0.02,0.5769
margin_pooled_plus_center,union,max,15,0.5758,0.5742,0.0217,0.5754
center,-,max,15,0.5757,0.5764,0.022,0.5753
center,-,mean,15,0.5757,0.5764,0.022,0.5753
margin_pooled,surveillance,mean,5,0.5755,0.5869,0.0203,0.5821
margin_maxmax_plus_motion1,generic,mean,5,0.574,0.5847,0.0228,0.5799
margin_maxmax,surveillance,mean,31,0.5735,0.5763,0.0262,0.5744
margin_pooled,campus,mean,5,0.5728,0.547,0.0178,0.5581
margin_maxmax_plus_motion1,generic,mean,15,0.5723,0.5815,0.0233,0.577
margin_maxmax_plus_center,campus,max,1,0.5717,0.5718,0.0174,0.5717
margin_pooled_plus_center,campus,max,31,0.5707,0.5645,0.0154,0.5676
margin_pooled_plus_center,union,max,5,0.5705,0.5706,0.0189,0.571
margin_maxmax_plus_motion5,generic,mean,15,0.5705,0.5714,0.0214,0.5712
margin_maxmax_plus_motion5,generic,mean,5,0.5688,0.5661,0.0198,0.5678
margin_maxmax,campus,max,5,0.5676,0.5718,0.0145,0.5698
center,-,max,5,0.5662,0.5645,0.0213,0.5646
center,-,mean,5,0.5662,0.5645,0.0213,0.5646
margin_maxmax_plus_motion1,generic,mean,31,0.5644,0.5736,0.0272,0.5691
margin_pooled_plus_motion1,generic,max,1,0.5627,0.5739,0.0208,0.5685
margin_pooled,campus,mean,1,0.5625,0.5395,0.0137,0.5497
margin_pooled_plus_center,union,max,1,0.5615,0.5607,0.0161,0.5616
margin_maxmax,union,max,1,0.5613,0.5562,0.0229,0.5586
center,-,max,1,0.5604,0.5574,0.0208,0.5583
margin_pooled_plus_center,campus,max,15,0.5604,0.5536,0.0153,0.5563
center,-,mean,1,0.5604,0.5574,0.0208,0.5583
margin_pooled_plus_motion5,generic,max,1,0.5603,0.5629,0.0178,0.5615
margin_pooled,surveillance,mean,15,0.5601,0.5712,0.0231,0.5659
margin_maxmax_plus_motion5,generic,mean,31,0.5597,0.5631,0.0255,0.5612
margin_maxmax_plus_center,generic,max,31,0.5594,0.5716,0.0263,0.5668
margin_maxmax_plus_center,generic,max,1,0.5587,0.5671,0.0222,0.5639
margin_maxmax_plus_motion1,generic,mean,1,0.5582,0.5683,0.0214,0.564
margin_maxmax_plus_center,generic,max,15,0.5579,0.5664,0.0208,0.5633
margin_pooled_plus_center,generic,max,1,0.5573,0.5615,0.0228,0.5605
margin_pooled_plus_center,generic,max,5,0.557,0.5577,0.0238,0.5587
margin_maxmax_plus_motion5,generic,mean,1,0.5558,0.5558,0.02,0.5561
margin_pooled,surveillance,mean,31,0.5547,0.5631,0.0247,0.5584
margin_maxmax_plus_center,generic,max,5,0.5544,0.5644,0.0211,0.5603
margin_pooled_plus_center,generic,max,15,0.5543,0.5603,0.0246,0.5586
margin_pooled_plus_motion5,generic,mean,15,0.5537,0.5525,0.0254,0.5528
margin_pooled_plus_motion1,generic,mean,5,0.5529,0.5626,0.0259,0.5579
margin_pooled_plus_center,campus,max,5,0.5527,0.5503,0.0136,0.551
margin_pooled,union,max,31,0.5524,0.5587,0.0213,0.5559
margin_pooled_plus_center,generic,max,31,0.55,0.5544,0.0257,0.5534
margin_pooled_plus_motion5,generic,mean,5,0.55,0.55,0.0244,0.5499
margin_pooled_plus_motion1,generic,mean,15,0.5492,0.5575,0.0264,0.5529
margin_pooled_plus_motion5,generic,mean,31,0.5456,0.5435,0.0299,0.544
margin_maxmax,campus,max,1,0.5443,0.5504,0.0136,0.5471
margin_pooled,union,max,15,0.5433,0.5462,0.015,0.5449
margin_pooled_plus_center,campus,max,1,0.5417,0.5371,0.0131,0.5392
margin_pooled_plus_motion5,generic,mean,1,0.5409,0.5419,0.0243,0.5414
margin_pooled_plus_motion1,generic,mean,31,0.5404,0.5476,0.0304,0.5438
margin_pooled,union,max,5,0.5377,0.5381,0.015,0.5382
margin_pooled_plus_motion1,generic,mean,1,0.5367,0.5466,0.0276,0.5424
margin_pooled,union,max,1,0.5348,0.5297,0.0123,0.5328
margin_maxmax_plus_center,generic,mean,5,0.5344,0.5354,0.026,0.535
margin_maxmax_plus_center,generic,mean,1,0.5315,0.535,0.0234,0.5334
margin_maxmax_plus_center,generic,mean,15,0.5293,0.5353,0.0317,0.5324
margin_pooled_plus_center,generic,mean,1,0.5216,0.5241,0.0297,0.5234
margin_pooled_plus_center,generic,mean,5,0.5214,0.5203,0.0316,0.5214
margin_pooled_plus_center,generic,mean,15,0.5208,0.5166,0.0341,0.5189
margin_pooled,campus,max,31,0.5199,0.5121,0.0111,0.5156
margin_pooled,campus,max,15,0.5165,0.5065,0.012,0.5111
margin_maxmax,generic,max,1,0.5138,0.5309,0.0186,0.5225
margin_maxmax_plus_center,generic,mean,31,0.5137,0.5233,0.0332,0.5184
margin_maxmax,generic,max,5,0.5125,0.5189,0.0182,0.5154
margin_pooled,campus,max,5,0.5102,0.5011,0.0165,0.5056
margin_maxmax,generic,max,15,0.507,0.5086,0.0204,0.5074
margin_pooled_plus_center,generic,mean,31,0.5056,0.5022,0.0349,0.5041
margin_pooled,generic,max,5,0.5018,0.5009,0.0143,0.5012
margin_pooled,campus,max,1,0.5015,0.491,0.0145,0.4961
margin_pooled,generic,max,1,0.5001,0.5118,0.0129,0.5058
margin_maxmax,generic,max,31,0.5,0.5045,0.0245,0.5014
margin_pooled,generic,max,15,0.4988,0.4985,0.0172,0.4986
margin_pooled,generic,max,31,0.492,0.492,0.0213,0.4914
margin_maxmax,generic,mean,1,0.472,0.4767,0.0173,0.4743
margin_maxmax,generic,mean,5,0.4699,0.4721,0.0185,0.4702
margin_maxmax,generic,mean,15,0.4641,0.4692,0.0231,0.4661
margin_pooled,generic,mean,1,0.4555,0.4607,0.0243,0.4571
margin_maxmax,generic,mean,31,0.4486,0.4523,0.0269,0.4496
margin_pooled,generic,mean,5,0.442,0.4468,0.0261,0.4426
margin_pooled,generic,mean,15,0.4337,0.4392,0.0271,0.4346
margin_pooled,generic,mean,31,0.4236,0.4337,0.0294,0.4273
